Country Name,2010,2011,2012,2013,2014,2015,2016
阿富汗,65.24559168,66.83572711,66.02317421,61.36674452,59.01033025,61.2526558,56.28704672
安哥拉,33.78724719,33.10419463,33.41549506,34.66392257,32.97402504,32.72987314,31.78538881
阿尔巴尼亚,21.27782812,22.77253665,20.57825918,19.93851711,18.88395497,19.51253962,18.18993375
安道尔共和国,12.8071975,13.27350555,12.40705303,11.81367331,10.83041825,11.46217847,10.25583443
阿拉伯联盟国家,53.78700138,52.65227869,53.29726985,54.05382189,52.58360285,60.40681347,58.7649047
阿拉伯联合酋长国,38.98006849,39.1934301,39.27712811,39.6081551,37.98342106,42.33499,40.52210348
阿根廷,16.85910062,17.38298213,16.13507182,15.59737515,14.46698041,14.6316259,13.75144403
亚美尼亚,37.53004093,38.61227522,37.18448464,34.9372126,33.08594982,34.88143264,32.22716773
美属萨摩亚,15.07272173,15.39064186,14.34415015,14.12722552,13.31699203,13.0193901,12.38272987
安提瓜和巴布达,22.52887611,23.1478617,21.47105044,20.73538507,19.72558362,19.69638779,18.46093032
澳大利亚,10.6188794,11.04726492,10.53708999,9.98768389,9.492978752,9.320015289,8.614508924
奥地利,15.14913995,15.57337093,14.28233205,14.08161348,13.37922794,13.54109517,12.59681605
阿塞拜疆,23.0476012,23.6298688,22.18081034,22.27878046,20.71006751,21.41412281,20.20815664
布隆迪,38.38116825,38.23619121,41.01132776,39.97107204,39.38755864,38.43088048,38.65322349
比利时,16.00931923,15.69844257,14.74189365,14.02266986,13.2336213,13.56652303,12.83308751
贝宁,32.39296916,32.58084623,31.99200044,31.44329865,29.66045567,40.47068263,38.44770366
布基纳法索,37.49132872,37.28137549,38.78415146,33.28720021,33.96909317,46.56216758,41.53724291
孟加拉国,70.76499566,70.2105489,70.79390882,65.64508289,68.3953774,66.96574924,60.12627467
保加利亚,22.75619549,24.30032702,22.64465578,20.99963709,20.74356996,20.77642742,19.28301303
巴林,65.63088097,63.73249929,70.28748254,67.79467818,62.75854371,72.60467743,69.86418236
巴哈马,21.1105137,21.77442494,20.31707569,19.90940079,18.49533328,18.88630621,17.65132069
波斯尼亚和黑塞哥维那,32.30015609,34.19186648,31.77325971,30.44623075,28.77732513,29.62283839,27.59446709
白俄罗斯,23.31940958,22.91114578,21.64637226,20.59045954,19.76605366,20.07627636,18.87823952
伯利兹,28.2730542,28.80044628,27.40912213,27.28443966,24.42114809,25.21682566,23.06568424
玻利维亚,29.5728099,27.90420439,26.39024388,26.09046897,24.81882932,22.47639992,21.3866041
巴西,15.95528506,15.91279799,15.28545576,14.60990092,13.98993477,13.59465562,12.65867601
巴巴多斯,28.21681441,29.30348967,27.03352956,26.23023054,25.18301447,24.68624082,23.45919984
文莱达鲁萨兰国,7.417004403,7.366187122,7.570822949,6.709489683,6.180830115,6.484179774,5.927600072
不丹,43.96188317,43.07170329,42.93227289,41.88190701,40.83967373,39.81863873,37.22436394
博茨瓦纳,25.72472072,24.59211459,24.85403894,24.87425931,24.15127779,24.33025796,23.63126742
中非共和国,51.53331961,51.22953137,53.35883384,50.87491368,49.35636376,58.32609851,56.98542248
加拿大,8.384457262,8.62446106,8.107410495,7.791636125,7.428419864,7.151582145,6.549074761
中歐和波羅的海,21.98802866,21.90983004,20.20362489,19.22537578,18.60919623,18.99410846,17.64108568
瑞士,12.92221973,13.04922122,12.26138801,11.82005499,11.38910719,11.16525468,10.34263047
智利,25.89229169,27.24586707,25.0471553,23.9366936,22.86825181,22.56979255,20.87687041
中国,69.47957041,70.54202883,63.82701684,65.51455022,59.76736751,59.06342246,52.21132204
科特迪瓦,21.617705,22.59307255,22.49440447,21.30554316,20.90017764,27.68749396,26.67470411
喀麦隆,59.29340315,58.07690148,62.776697,58.18633815,56.71530558,77.05174298,73.20529127
刚果（金）,41.39803933,41.49328795,43.03677157,44.49576095,42.5494471,44.93118592,45.49950018
刚果（布）,42.00909211,44.15559345,43.48998719,46.12663732,45.85281627,44.14769514,45.7110424
哥伦比亚,21.49784542,21.36777875,20.53663622,19.22334802,18.34420526,17.30028428,16.58060037
科摩罗,20.66635788,21.02016044,21.2526292,21.04796184,21.50207199,20.71555746,20.48272773
佛得角,27.59644067,31.64177817,32.94099303,32.08584342,31.62108111,38.63361366,33.39233075
哥斯达黎加,19.27295272,19.70213293,19.33512768,18.34151711,17.54363411,16.87928994,15.65581227
加勒比小国,22.88005336,23.60446581,22.17649531,21.45641474,19.96653424,20.0873846,19.10237782
古巴,23.93329773,24.78731963,23.23978714,22.85074328,21.29623433,20.86409957,19.73784135
塞浦路斯,20.08186599,20.09096399,19.22484321,18.68454574,18.29352737,19.10134763,16.9580216
捷克共和国,20.67687047,20.08124665,18.74317608,17.996287,17.39121549,17.41645169,16.1005837
德国,15.18949496,14.66422844,13.57764226,13.19191946,12.75122057,12.82609758,11.93781112
吉布提,38.24086927,40.44183546,39.94282079,40.10377303,41.25972754,45.95080851,45.86887513
多米尼克,23.74074619,24.27612298,22.21579925,22.15106827,21.01030747,20.68878863,19.98814835
丹麦,11.92914817,12.66233138,11.11552501,10.82027884,11.06670453,10.65728566,10.09597196
多米尼加共和国,16.87446546,17.29977986,16.15283991,15.39695063,14.1880737,14.85822076,13.69022772
阿尔及利亚,33.63582026,33.83404774,33.3668262,34.24532791,35.56391718,36.08916357,39.85327385
东亚与太平洋地区（不包括高收入）,55.8449762,56.38466186,51.64048658,52.44074727,48.12064176,47.37309717,42.29950659
早人口紅利,64.28431299,64.85108991,60.37496625,61.39517368,59.99596877,60.61444067,59.87018031
东亚与太平洋地区,51.9120112,52.41693271,48.05672835,48.82717052,44.84952702,44.21893188,39.52054218
欧洲与中亚地区（不包括高收入）,26.60138686,26.37682055,25.52119615,25.09961473,24.27557194,25.40680953,24.31862265
欧洲与中亚地区,20.58259725,20.5751036,19.50011895,19.07915982,18.39049124,18.99890934,18.00777789
厄瓜多尔,19.97918812,19.321995,19.55771048,18.1186093,16.23418751,15.69970761,14.98157801
阿拉伯埃及共和国,77.44661885,70.78635638,72.79056861,76.21365354,76.55960126,88.21338765,88.1485004
欧洲货币联盟,15.1874175,15.36638618,14.15750083,13.78814167,13.22454571,13.43055357,12.46607318
西班牙,11.3493291,12.03799789,11.14962332,10.74258206,10.07458883,10.44910241,9.704138553
爱沙尼亚,8.519848763,8.442558919,7.810698651,7.482813578,7.705552572,7.003727673,6.821448031
埃塞俄比亚,35.63414541,36.31794195,35.97384213,35.88420536,35.04359745,38.85860469,39.24503758
欧洲联盟,15.97908406,16.15636937,14.86924373,14.39668788,13.81144457,13.9960792,13.05569067
脆弱和受衝突影響的情況下,41.86378149,42.28299726,42.44574285,41.78906613,40.13990576,44.12145428,42.33222426
芬兰,7.190331396,7.283699708,6.601133581,6.278689198,6.468639868,6.063834353,5.893757483
斐济,13.53381346,13.83646142,12.85205328,12.14461761,11.92289283,11.64194513,11.05934316
法国,14.84562127,14.87801926,13.83475371,13.5943087,12.28970307,12.74570798,11.85518422
密克罗尼西亚联邦,13.7492452,13.7316521,12.97443872,12.74251533,11.86686885,11.72598465,11.13451107
加蓬,40.27757856,41.13028375,40.8140906,40.72566252,41.31956969,44.09590117,43.72065291
英国,12.29910815,12.84799901,11.81449494,11.61890149,10.80055978,10.75487287,10.50466684
格鲁吉亚,26.10123773,26.78360332,25.00284928,23.91020353,22.96670742,24.25264627,21.82963618
加纳,27.36828359,28.21169897,28.89742723,27.81534006,25.8895233,34.68190071,36.25265622
几内亚,21.97102786,22.44535934,22.98996509,21.25856145,21.19667275,26.94288524,24.77771417
冈比亚,30.20126341,29.26492223,30.72906478,29.80467273,30.62189539,36.30538082,32.61530208
几内亚比绍共和国,26.83635957,27.38943995,27.0902178,26.52420728,26.94095978,31.79127202,29.58586773
赤道几内亚,46.18648655,46.85258767,45.23237247,43.62579322,44.30179969,52.63437057,54.50903017
希腊,19.06108814,20.00154124,18.4207689,17.77941628,17.36504185,17.74055711,16.3289203
格林纳达,27.47290781,28.13951521,26.46891843,25.84730814,24.28703113,24.16278293,22.88869124
格陵兰,13.92232395,14.09660544,13.40669025,12.75796756,12.51054773,11.76203951,11.57250485
危地马拉,29.98259025,31.72733122,29.88625889,30.05682402,26.52785542,25.0727261,23.79782877
关岛,13.88834049,14.1035329,13.24230178,12.78879461,12.02255289,12.53178352,11.65176784
圭亚那,27.31186474,27.92942466,26.90129942,24.85550257,23.64826569,23.88788174,22.37149881
高收入国家,16.66933845,16.95879054,16.0809175,15.87959148,14.98694811,15.81445441,14.5179518
洪都拉斯,26.88295242,28.90074716,27.44714935,27.68413611,23.16154008,22.40619622,21.08695992
重债穷国 (HIPC),37.19402653,37.92088795,38.51240098,37.22899462,36.42475815,41.41295623,40.50474227
克罗地亚,21.33471864,21.96600369,20.2024228,19.58696201,18.43310352,19.20668151,17.78931891
海地,17.7952414,18.75791703,17.48024488,16.76701123,16.26222456,15.5402773,15.08648313
匈牙利,19.13552438,19.36069,17.52996008,17.2318312,16.31532793,17.23213014,15.88535024
只有IBRD,59.5207515,60.15407085,55.30045449,56.64256822,53.92514774,53.90797514,51.61841723
IBRD与IDA,56.72107607,57.2299229,53.49284253,53.96855278,51.72117074,53.04448955,50.80047523
IDA總,47.68388105,47.91170955,47.80371464,45.65581406,44.95469765,50.42710751,48.35305486
IDA混合,53.37945905,53.17977299,52.66001464,49.64386899,48.45870018,58.96755865,56.68919376
印度尼西亚,18.16928033,18.04965117,18.17016951,16.87918132,16.45463183,16.64028042,16.38415363
只有IDA,44.78226826,45.22262868,45.32147126,43.61453433,43.15890451,46.04589349,44.0739703
印度,95.75817945,97.59937863,88.1694406,91.80479161,89.62238269,89.3033343,89.67217693
爱尔兰,9.976375087,10.28507938,9.522691993,9.360153635,8.750521533,8.672473458,8.279163345
伊朗伊斯兰共和国,38.65150179,38.0496892,38.54205244,38.10109206,38.10949306,39.61053238,38.84130248
伊拉克,68.71140482,66.36260979,66.84207687,63.80269591,56.56703027,66.26503791,63.95479607
冰岛,7.856536667,8.098884846,7.33692926,7.171207035,6.948896646,6.927968941,6.60765416
以色列,24.01923772,23.90468673,23.03884904,22.94633022,22.05914688,22.7797827,20.76570151
意大利,19.02523065,19.99426671,18.10524741,17.75772244,17.76927084,17.89144517,16.49037374
牙买加,16.09171498,16.54249891,15.46047097,14.93139975,14.07433169,14.1766593,13.39596321
约旦,33.55056636,33.01726148,33.01693524,33.41761072,33.20542058,34.30544926,33.17661668
日本,14.14233824,14.14103105,13.12887233,13.36255833,12.58661692,12.68745973,11.62392259
哈萨克斯坦,15.91449319,15.24383546,14.48103768,14.5985643,13.74975351,14.38480208,13.08443846
肯尼亚,28.15477084,28.66288466,29.37227988,28.93534528,28.94935013,28.53628017,28.58337727
吉尔吉斯斯坦,27.26538617,27.51760207,25.48983252,25.44035534,23.29819153,24.34473551,23.1955558
柬埔寨,31.34313632,30.91962359,31.28373261,30.33652957,28.58336628,26.76923854,25.20287478
基里巴斯,13.17504079,13.35815463,12.59423175,12.32529751,11.39374232,11.51431847,10.53783926
大韩民国,29.80201,29.68119454,27.91595259,29.46191729,27.21311037,28.2142437,25.09854067
科威特,62.74398094,62.82540677,64.07091103,62.61130895,55.62390422,65.40607715,60.84385161
拉丁美洲与加勒比海地区（不包括高收入）,21.06784395,21.49779352,20.45659808,19.79319764,18.38906978,17.72994515,16.68716084
老挝,31.73199577,29.66966026,30.29741812,30.25948938,28.39017177,26.13948876,25.80101805
黎巴嫩,30.89212513,30.06910747,30.10805188,30.58809767,30.44456692,31.22929528,30.17186865
利比里亚,15.24919691,16.14705151,16.28820747,15.38285732,14.94227071,18.21280418,17.88677836
利比亚,50.1472295,44.63173396,44.9113635,49.2794823,47.50123391,51.53264014,52.1292063
圣卢西亚,27.63597227,28.07865593,26.36748478,25.44480168,24.23630259,24.28323968,22.35339926
拉丁美洲与加勒比海地区,21.05927625,21.51642059,20.44825644,19.77918969,18.39993651,17.76167004,16.70832847
最不发达国家,46.02956375,46.40985867,46.57399488,44.7933518,44.42165741,47.02634024,44.92643241
低收入国家,41.34219858,41.94446729,42.0768078,41.04672487,40.07027827,43.80431034,42.92042352
斯里兰卡,31.03378115,31.23207466,30.08397283,28.89822769,26.92277652,25.33734371,14.02544523
中低等收入国家,67.27958551,67.7944635,63.31200554,64.01195075,62.65168718,64.84786016,63.89591152
中低收入国家,56.9409481,57.44989303,53.70159722,54.19280989,51.93135185,53.26481894,51.00026974
莱索托,32.24059762,31.3547412,31.21324307,32.14869782,33.08010261,30.88497707,28.33683335
後期人口紅利,52.06688101,52.65231609,48.16156076,48.98127174,45.022155,44.52930272,39.77292366
立陶宛,14.97106496,14.50968278,13.78452468,12.98119203,12.84519425,12.45503512,11.82161558
卢森堡,12.95878369,12.68599568,11.77557609,11.6053841,10.85761339,11.00665465,10.31198129
拉脱维亚,17.11506451,16.5726763,15.59855973,14.88430819,14.8790851,13.9682016,13.44747197
摩洛哥,29.6489603,29.26656426,27.79028358,29.25951913,29.94944999,31.44008691,32.93537423
摩尔多瓦,19.11610415,19.92486817,18.40928474,17.43239973,16.72646105,17.07913959,16.36379754
马达加斯加,22.66201053,23.36285963,22.71642527,23.90916176,23.51776666,22.95040117,22.89570824
马尔代夫,11.30982939,11.78963462,11.1574823,10.56967928,9.921230863,9.37394394,7.972428925
中东与北非地区,51.81085944,50.26049879,51.05999949,51.94018553,50.52272979,57.01833923,55.80734843
墨西哥,26.365439,27.74129679,25.98165883,25.44908967,23.09968975,22.13299585,20.70682854
马绍尔群岛,12.94670836,12.93217057,12.12353358,11.87438859,11.07022018,10.83766846,10.15200199
中等收入国家,58.6772891,59.19966251,55.03076053,55.71529039,53.32300771,54.38996564,51.97482792
北马其顿,34.45696977,38.0831195,34.65781455,32.01504863,31.79054123,31.97598914,29.59326907
马里,36.39765973,35.14164437,34.7002263,32.30682338,33.91611574,41.92692766,38.48039528
马耳他,16.4493999,16.64430398,15.39716095,15.28194422,14.43540357,14.72246254,13.81139444
缅甸,44.05611525,43.61990347,42.5228124,42.88286944,40.28896854,38.51378205,36.033701
中东与北非地区（不包括高收入）,50.15897439,48.267502,48.80946888,49.9660957,49.22615176,54.46832293,54.37255528
黑山,25.0554063,26.62922388,24.68030289,23.27422599,21.94705168,22.55969129,20.92405137
蒙古,43.30465329,45.36017005,42.6543748,42.32131127,39.29514006,42.51464988,38.22281711
北马里亚纳群岛,11.926381,12.19962657,11.43999611,10.96502021,10.3134722,10.39771204,9.91775575
莫桑比克,23.56146872,22.6090715,22.86760109,22.63615999,22.61416414,21.90588194,21.47182554
毛里塔尼亚,39.63741338,40.04314497,42.34351169,40.21579155,43.11078408,49.49825592,46.66758772
毛里求斯,15.1947729,15.20170165,15.24585596,15.55617651,15.29264823,14.44195579,14.34637947
马拉维,25.6961984,25.16500891,25.73840151,24.68347878,25.19822884,24.53742932,23.09261542
马来西亚,18.59375306,19.20260869,19.1822225,17.55444704,16.92315529,17.44091023,15.75128619
北美,9.263171058,9.630810585,8.914901076,8.641442144,8.142225682,7.973350547,7.321048084
纳米比亚,27.65989633,27.01015451,26.79870806,27.09281609,26.01812153,26.91001673,25.55214196
尼日尔,69.15017669,72.98276678,72.54464459,63.03171725,60.54135722,87.28128201,87.70847201
尼日利亚,52.60906391,50.97308923,56.1296377,49.74068894,48.63337361,75.39899187,71.369601
尼加拉瓜,22.4922691,22.47952015,22.35271161,21.92907575,19.38772134,18.56913277,17.7277291
荷兰,15.23243025,14.98813864,13.81241373,13.04314511,12.82879707,12.93210515,12.02524278
挪威,8.341507223,8.853510781,7.925281241,7.633674824,7.670895927,7.242775336,6.95945733
尼泊尔,100.7844279,100.7660607,96.96329149,95.31398561,98.11601657,96.25276818,98.05471403
新西兰,7.152865691,7.420696435,6.83583564,6.781885551,6.357903512,6.33043381,5.987363154
经合组织成员,16.98741015,17.12397643,16.15544789,15.95453265,15.22625036,15.3898252,14.4059392
阿曼,37.51533394,39.10379482,40.73328348,41.0527687,37.71088051,42.62758972,41.78219181
其他小国,32.36458663,32.46158413,33.51363931,33.42420772,32.46595015,35.84467937,34.2544726
巴基斯坦,68.00519044,68.54493561,62.37664629,61.02216287,59.51836271,60.08589291,58.63276393
巴拿马,14.13891846,14.29603899,13.97236651,13.3978705,12.92161513,12.49074394,11.46554742
秘鲁,31.50257401,31.57116569,30.49445583,29.74308641,27.5826726,26.03726793,25.54274604
菲律宾,23.59231552,22.75483447,22.54958361,21.21628777,20.25958716,19.58154202,18.22692834
巴布亚新几内亚,14.94135871,15.51903383,14.60653316,13.95262793,13.24529823,13.2617261,12.61505599
波兰,27.17650018,26.37250707,24.26397739,22.9287237,22.21089179,22.69131805,20.9757679
預人口紅利,42.33131649,42.38233994,44.09101371,41.55033267,40.5401637,50.26088917,48.3808147
波多黎各,10.37254851,10.57940611,9.96624445,9.703754136,9.089227717,8.920910287,8.342871258
葡萄牙,10.07688693,10.35501263,9.484802799,9.432044129,8.78479289,8.823283435,8.052763686
巴拉圭,15.10292317,14.59811855,13.94830615,12.92656928,12.6410755,13.03807402,11.64932248
约旦河西岸和加沙,33.00667425,32.87331274,32.76945904,33.49296358,33.44828276,33.89141151,32.74206764
太平洋岛国,13.84472898,14.03611306,13.06152876,12.45048523,12.00545886,11.998341,11.30303147
人口紅利之後,14.17128048,14.41360538,13.35910836,13.1314129,12.43480438,12.53368019,11.60116125
罗马尼亚,17.06214749,17.63675464,16.31584539,15.36930935,15.00649546,15.43355526,14.53706284
俄罗斯联邦,19.48031098,19.19151083,18.30433841,17.79507055,16.58216295,17.0191912,16.21988971
卢旺达,41.44091192,42.68095937,44.56089624,44.41158508,42.21148744,42.61448971,42.84380209
南亚,89.16764514,90.56946604,82.73166317,84.690261,83.06717057,82.72487678,81.98118027
沙特阿拉伯,81.69918208,82.41903191,85.51330311,83.63099223,75.60844062,97.432289,84.46577505
塞内加尔,34.98538395,35.93539952,36.16775596,34.0182249,36.82683776,44.34080072,38.69494655
新加坡,20.60946174,19.34942078,20.88649301,18.70707148,17.40887705,20.66338947,18.79780262
所罗门群岛,14.37425559,14.37537331,13.43024493,12.55325496,12.17203082,12.69969555,11.83068915
塞拉利昂,18.52888841,18.74315581,20.10129417,18.43566679,17.69823222,22.52859793,21.34393233
萨尔瓦多,30.46194135,33.62826513,30.93397435,30.75988157,27.50259084,26.47473092,24.73648611
塞尔维亚,29.10058899,31.03402776,28.5847484,27.43078591,26.49207255,26.95437789,24.78062162
撒哈拉以南非洲地区（不包括高收入）,38.21440377,38.36285444,39.83156883,37.91881891,37.23411216,45.67307348,44.37073023
撒哈拉以南非洲地区,38.21263496,38.36121415,39.82980453,37.91720228,37.23257874,45.67066921,44.3685111
小国,29.34714178,29.60182697,30.07785874,29.86595895,28.86819795,31.46494227,30.07732997
圣多美和普林西比,27.12662111,27.86024402,25.91584337,27.65881666,27.86230189,28.43209352,28.6665386
苏里南,29.83188899,31.03872183,29.1336101,28.80831685,25.99884713,25.9732844,25.31697817
斯洛伐克共和国,21.69021974,21.76719851,19.76493293,19.31549268,18.30418161,18.8026457,17.35366264
斯洛文尼亚,18.6816561,19.5141379,17.67007906,17.57137864,16.63270074,17.12815192,15.91273727
瑞典,7.209759036,7.391221331,6.627941996,6.431168897,6.959197681,6.322498333,6.114258462
斯威士兰,18.12819268,17.97331213,18.1823313,18.30780849,17.97877739,17.92480826,17.14854776
塞舌尔,21.09126804,21.61035805,21.49533511,20.96973692,20.97051747,20.05359496,20.40382446
乍得,56.58662749,55.19515958,58.67538804,53.0564069,51.24716851,68.68239375,64.77076912
东亚与太平洋地区 (IBRD与IDA),56.05483096,56.6065491,51.83335714,52.63415277,48.28311394,47.49867543,42.43189045
欧洲与中亚地区 (IBRD与IDA),26.59969418,26.33368942,25.36222079,24.86198725,24.04547776,25.12045017,23.97877768
多哥,30.52294447,30.85480627,31.36920959,29.56592775,28.93629146,38.35682101,37.05110734
泰国,31.56539944,31.60962923,31.52531464,31.17472364,29.36464114,27.34456692,26.25805467
塔吉克斯坦,50.40541765,54.319961,48.98960355,49.55313763,46.48082923,47.79297353,43.37770931
土库曼斯坦,24.85182927,25.49609942,23.80201005,23.7218898,22.08490686,22.97054002,21.74112228
拉丁美洲与加勒比海地区 (IBRD与IDA),21.07037187,21.52004806,20.45802841,19.78004796,18.39823316,17.75161854,16.69620206
东帝汶,23.49239604,23.75671867,22.46662382,21.96462302,20.45010047,20.62318671,20.01790265
中东与北非地区 (IBRD与IDA),50.35636957,48.44597241,48.99666745,50.15950526,49.41244326,54.71259307,54.63071276
汤加,13.53194839,13.5170884,12.43817111,12.14771339,12.05763996,11.31296782,10.95142376
南亚 (IBRD与IDA),89.16764514,90.56946604,82.73166317,84.690261,83.06717057,82.72487678,81.98118027
撒哈拉以南非洲地区 (IBRD与IDA),38.21263496,38.36121415,39.82980453,37.91720228,37.23257874,45.67066921,44.3685111
特立尼达和多巴哥,28.70418626,29.85162487,27.94250467,27.15873901,24.85584226,24.8980769,24.23048069
突尼斯,35.54548859,33.86835212,32.81580557,35.65414466,34.69205883,36.30424932,38.45049077
土耳其,43.82122875,40.54510881,41.92091892,42.06258311,42.59577121,45.4015556,44.48275839
坦桑尼亚,28.60753269,28.72876866,29.96984478,29.35963299,28.87371592,28.2404487,28.44356969
乌干达,44.75869737,47.06116817,49.62672958,47.72115871,46.93056685,48.94936019,51.94410661
乌克兰,23.52265648,23.97110359,22.3287933,21.5323995,20.48689522,21.24645457,20.618187
中高等收入国家,49.41776161,49.87393806,45.97739278,46.57975482,42.9799373,42.71493487,38.57786739
乌拉圭,11.02705557,11.4687322,10.5672946,10.45560559,9.926816159,9.65945432,9.197441119
美国,9.35863641,9.740640607,9.00316337,8.734777211,8.220720319,8.063920222,7.406464089
乌兹别克斯坦,32.07745356,33.99383696,31.6621061,30.80519356,28.9000361,30.3943319,27.8143471
圣文森特和格林纳丁斯,26.39665862,27.58281022,25.75407882,24.76218005,23.03093206,23.47317148,22.07655177
美属维京群岛,12.75209971,12.99373844,12.23312314,11.95551314,11.1658167,11.02889651,10.26484343
越南,39.36539699,38.4869748,37.22745154,36.83590641,34.89601505,32.46644382,30.24131157
瓦努阿图,14.12951255,14.38296402,13.24245239,12.74069289,11.93385168,12.15721001,11.59090896
世界,50.24771686,50.76662896,47.528763,47.94310068,45.93925259,47.22561686,45.1507745
萨摩亚,14.28809394,14.69309609,13.62788239,13.38252208,12.64355999,12.32179572,11.36629822
也门共和国,45.97946993,50.83529078,51.43445402,52.99844335,48.33865267,54.26028666,50.12762567
南非,27.13858684,26.55787322,26.57708662,26.72926171,26.72221238,26.11297177,25.14041614
赞比亚,28.8363786,28.98711674,29.74203953,29.11222078,28.49325189,28.37545168,27.35567371
津巴布韦,23.2314787,23.07421266,23.19809712,23.11108755,22.80594966,21.73370858,21.72694718